athlete_id,name,age,gender,location,nationality,latitude,longitude,primary_sport,secondary_sport,competition_level,years_training,height_cm,weight_kg,bmi,estimated_vo2max,social_network_size,coaching_support,training_partners,career_status,communication_preference,personality_score
ATH_0321,Jing Garcia,25,Female,"Istanbul, Turkey",Turkey,41.0,28.9,Boxing,,Beginner,3,169,56,19.6,33,28,1,1,Active,Email-focused,0.2
ATH_0322,Laurent Reddy,30,Male,"Leeds, UK",UK,53.8,-1.5,Cycling,,Beginner,3,176,84,27.1,43,20,0,1,Active,App-based,2.6
ATH_0323,Zhou Marino,26,Male,"Warsaw, Poland",Poland,52.2,21.0,Running,,Intermediate,8,174,75,24.8,50,67,1,3,Active,Text-focused,4.9
ATH_0324,Silvia Yang,43,Female,"Gothenburg, Sweden",Sweden,57.7,11.9,Volleyball,,Advanced,14,163,69,26.0,48,56,0,1,Active,Text-focused,0.8
ATH_0325,Kenji Tanaka,35,Male,"Sydney, Australia",Australia,-33.8,151.2,Swimming,CrossFit,Elite Amateur,19,159,80,31.6,61,46,1,2,Active,App-based,3.2
ATH_0326,Yang Sasaki,27,Male,"Tokyo, Japan",Japan,35.6,139.6,Cycling,,Intermediate,8,175,73,23.8,47,28,0,1,Active,Email-focused,1.8
ATH_0327,Klaus Zhou,27,Male,"Dallas, USA",USA,32.7,-96.7,Hiking,,Intermediate,6,171,94,32.1,48,54,0,1,Active,Voice-focused,9.2
ATH_0328,Meera Wang,22,Female,"Moscow, Russia",Russia,55.7,37.6,Football,,Elite Amateur,10,171,69,23.6,50,44,1,1,Active,Mixed,8.0
ATH_0329,Antoine Martin,45,Male,"New York, USA",USA,40.7,-74.0,Rowing,,Advanced,12,178,57,18.0,49,58,1,2,Active,Mixed,8.7
ATH_0330,Pierre Liu,52,Male,"Jacksonville, USA",USA,30.3,-81.6,CrossFit,,Advanced,8,168,66,23.4,50,56,0,0,Active,Text-focused,4.5
ATH_0331,Chen Sharma,36,Male,"Bangkok, Thailand",Thailand,13.7,100.5,Tennis,,Advanced,12,171,81,27.7,52,33,1,0,Active,Mixed,7.1
ATH_0332,Steven Moore,35,Male,"Los Angeles, USA",USA,34.0,-118.2,Skiing,,Elite Amateur,16,179,76,23.7,58,34,1,1,Active,App-based,2.6
ATH_0333,Julia Gupta,43,Female,"Santiago, Chile",Chile,-33.4,-70.6,Triathlon,,Intermediate,7,167,54,19.4,40,71,0,4,Active,Mixed,6.6
ATH_0334,Klaus Tanaka,55,Male,"Seoul, South Korea",South Korea,37.5,126.9,Skiing,,Beginner,3,185,85,24.8,31,71,0,2,Active,Mixed,9.6
ATH_0335,Manon Thomas,35,Female,"San Jose, USA",USA,37.3,-121.8,Hiking,,Intermediate,3,161,51,19.7,39,67,1,3,Active,Email-focused,3.3
ATH_0336,Huang Thompson,29,Male,"Phoenix, USA",USA,33.4,-112.0,Football,,Advanced,10,173,62,20.7,55,70,1,0,Active,Mixed,6.3
ATH_0337,Charles Torres,22,Male,"Rome, Italy",Italy,41.9,12.4,Rugby,,Beginner,3,182,81,24.5,46,59,0,1,Active,Email-focused,4.0
ATH_0338,Juan Becker,43,Male,"Phoenix, USA",USA,33.4,-112.0,Swimming,,Advanced,8,176,79,25.5,48,37,1,1,Active,Text-focused,1.4
ATH_0339,Richard Bernard,30,Male,"Milan, Italy",Italy,45.4,9.1,Swimming,,Intermediate,6,178,71,22.4,53,17,0,0,Active,App-based,2.7
ATH_0340,John Nguyen,31,Male,"Chennai, India",India,13.0,80.2,CrossFit,,Advanced,6,172,83,28.1,56,40,1,1,Active,Email-focused,2.6
ATH_0341,Li Dubois,26,Male,"Singapore, Singapore",Singapore,1.3,103.8,Skiing,,Intermediate,8,168,89,31.5,48,66,1,1,Active,Mixed,9.4
ATH_0342,Nina Wilson,18,Female,"Chennai, India",India,13.0,80.2,Football,Boxing,Beginner,1,157,77,31.2,38,69,0,1,Active,Voice-focused,9.5
ATH_0343,Chiara Harris,35,Female,"Birmingham, UK",UK,52.4,-1.9,Rowing,,Advanced,7,162,55,21.0,41,32,1,1,Active,Mixed,8.8
ATH_0344,Ali Davis,21,Male,"Milan, Italy",Italy,45.4,9.1,Rowing,,Beginner,1,183,72,21.5,44,67,0,1,Active,Mixed,8.0
ATH_0345,Barbara Martinez,37,Female,"San Jose, USA",USA,37.3,-121.8,Rowing,,Beginner,2,159,61,24.1,39,105,0,6,Active,Mixed,7.5
ATH_0346,Laurent Schneider,23,Male,"Brisbane, Australia",Australia,-27.4,153.0,Volleyball,,Advanced,6,164,85,31.6,55,49,0,3,Active,Text-focused,3.8
ATH_0347,Joseph Dupont,42,Male,"Jacksonville, USA",USA,30.3,-81.6,Basketball,Rowing,Beginner,2,167,93,33.3,39,50,1,0,Active,Mixed,6.1
ATH_0348,Emma Hernandez,41,Female,"Hyderabad, India",India,17.3,78.4,Triathlon,,Beginner,3,165,56,20.6,38,27,0,1,Active,App-based,1.4
ATH_0349,Omar Davis,46,Male,"Warsaw, Poland",Poland,52.2,21.0,Cycling,Swimming,Intermediate,8,177,73,23.3,43,40,0,2,Active,Text-focused,5.5
ATH_0350,Robert Müller,23,Male,"Johannesburg, South Africa",South Africa,-26.2,28.0,Swimming,Boxing,Beginner,3,191,82,22.5,46,108,0,7,Active,Voice-focused,9.0
ATH_0351,Gabriel Rodriguez,34,Male,"Lyon, France",France,45.7,4.8,Skiing,,Advanced,11,164,87,32.3,56,74,1,2,Active,Text-focused,4.6
ATH_0352,Antoine Shah,19,Male,"Frankfurt, Germany",Germany,50.1,8.6,Rowing,CrossFit,Beginner,3,175,62,20.2,46,32,0,2,Active,App-based,0.2
ATH_0353,Olivier Dubois,18,Male,"Bangkok, Thailand",Thailand,13.7,100.5,Volleyball,Skiing,Advanced,6,183,67,20.0,54,20,1,1,Active,App-based,0.8
ATH_0354,Simone Lopez,32,Male,"Stockholm, Sweden",Sweden,59.3,18.0,Triathlon,,Intermediate,7,177,76,24.3,48,43,0,2,Active,Email-focused,1.0
ATH_0355,Sandra Martin,28,Female,"Melbourne, Australia",Australia,-37.8,144.9,Boxing,,Beginner,3,159,63,24.9,39,66,1,4,Active,Mixed,8.5
ATH_0356,Emma Meyer,25,Female,"Birmingham, UK",UK,52.4,-1.9,Rowing,Volleyball,Advanced,8,170,65,22.5,50,5,0,0,Active,Text-focused,0.3
ATH_0357,Charles Müller,28,Male,"Singapore, Singapore",Singapore,1.3,103.8,Swimming,,Intermediate,7,160,79,30.9,50,30,1,2,Active,Voice-focused,6.9
ATH_0358,Giorgio Davis,23,Male,"Turin, Italy",Italy,45.0,7.6,Rowing,,Intermediate,5,189,95,26.6,52,26,1,0,Retired,Email-focused,0.7
ATH_0359,Diego Romano,43,Male,"Melbourne, Australia",Australia,-37.8,144.9,Skiing,,Advanced,9,181,67,20.5,55,83,1,4,Active,Voice-focused,8.4
ATH_0360,Philippe Sasaki,21,Male,"Montreal, Canada",Canada,45.5,-73.5,Rowing,,Advanced,6,187,78,22.3,56,36,1,0,Active,Email-focused,5.5
ATH_0361,Daniel Williams,35,Male,"Brisbane, Australia",Australia,-27.4,153.0,Rowing,,Elite Amateur,19,176,70,22.6,59,111,1,6,Active,Voice-focused,8.2
ATH_0362,Karim Durand,37,Male,"Helsinki, Finland",Finland,60.1,24.9,Volleyball,,Intermediate,7,172,75,25.4,46,14,0,0,Active,Email-focused,4.0
ATH_0363,Khalid Miller,56,Male,"Birmingham, UK",UK,52.4,-1.9,Running,Swimming,Intermediate,4,171,86,29.4,41,30,0,0,Retired,Text-focused,4.3
ATH_0364,Miku Ramirez,45,Female,"Madrid, Spain",Spain,40.4,-3.7,CrossFit,,Advanced,10,158,83,33.2,45,70,1,4,Active,Email-focused,6.0
ATH_0365,Shreya Greco,40,Female,"Seoul, South Korea",South Korea,37.5,126.9,Volleyball,,Elite Amateur,11,169,45,15.8,56,103,1,3,Active,Voice-focused,9.1
ATH_0366,Felix Martin,27,Male,"Marseille, France",France,43.2,5.3,Football,Cycling,Intermediate,8,167,73,26.2,49,38,1,1,Active,Email-focused,5.3
ATH_0367,Kenji Zhang,44,Male,"Shenzhen, China",China,22.5,114.1,Volleyball,,Intermediate,7,168,68,24.1,43,37,1,1,Active,App-based,5.7
ATH_0368,Klaus Zhao,39,Male,"Amsterdam, Netherlands",Netherlands,52.3,4.8,Basketball,,Intermediate,4,177,72,23.0,46,70,1,1,Active,Voice-focused,8.6
ATH_0369,Sandra Garcia,28,Female,"Copenhagen, Denmark",Denmark,55.6,12.5,Basketball,,Intermediate,7,158,58,23.2,38,19,0,0,Active,App-based,2.0
ATH_0370,Anjali Fischer,18,Female,"Berlin, Germany",Germany,52.5,13.4,Swimming,,Beginner,2,181,54,16.5,37,41,0,2,Active,Email-focused,4.7
ATH_0371,Léa Schmidt,26,Female,"Philadelphia, USA",USA,39.9,-75.1,Football,,Beginner,3,171,71,24.3,35,32,1,0,Active,Email-focused,1.6
ATH_0372,Antonio Williams,50,Male,"Austin, USA",USA,30.2,-97.7,Climbing,,Elite Amateur,18,168,71,25.2,58,32,1,2,Active,Text-focused,4.9
ATH_0373,Karim Zhao,41,Male,"Los Angeles, USA",USA,34.0,-118.2,Rowing,,Elite Amateur,11,176,85,27.4,63,56,1,3,Active,App-based,4.5
ATH_0374,Kimberly Romano,31,Female,"Istanbul, Turkey",Turkey,41.0,28.9,Rowing,,Semi-Pro,14,168,67,23.7,60,94,1,0,Active,Text-focused,5.0
ATH_0375,Antoine Moore,34,Male,"Lyon, France",France,45.7,4.8,CrossFit,Football,Intermediate,5,179,87,27.2,46,97,0,3,Active,Voice-focused,9.3
ATH_0376,Donald Dubois,43,Male,"Amsterdam, Netherlands",Netherlands,52.3,4.8,Skiing,,Advanced,6,170,82,28.4,53,58,0,0,Active,Mixed,6.6
ATH_0377,Yui Thomas,43,Female,"Seoul, South Korea",South Korea,37.5,126.9,Rugby,Tennis,Intermediate,7,155,61,25.4,41,102,0,1,Active,Mixed,7.0
ATH_0378,Yan Hill,46,Female,"Brasília, Brazil",Brazil,-15.7,-47.8,Triathlon,,Advanced,8,163,59,22.2,40,53,1,2,Active,App-based,4.3
ATH_0379,Matthew Schulz,41,Male,"Singapore, Singapore",Singapore,1.3,103.8,Swimming,,Advanced,11,175,79,25.8,49,86,0,1,Active,Voice-focused,9.6
ATH_0380,Silvia Durand,44,Female,"Brasília, Brazil",Brazil,-15.7,-47.8,Skiing,,Advanced,7,171,50,17.1,48,22,1,0,Active,Voice-focused,9.5
ATH_0381,Markus Sato,45,Male,"Warsaw, Poland",Poland,52.2,21.0,Skiing,,Elite Amateur,13,181,86,26.3,60,71,1,2,Active,Text-focused,3.6
ATH_0382,Charles Williams,37,Male,"Brisbane, Australia",Australia,-27.4,153.0,Cycling,,Beginner,3,177,70,22.3,43,41,1,1,Active,Text-focused,5.0
ATH_0383,Camila Romano,45,Female,"Lyon, France",France,45.7,4.8,Cycling,,Intermediate,8,167,71,25.5,37,96,1,1,Active,Email-focused,5.5
ATH_0384,Alessandro Sato,24,Male,"Los Angeles, USA",USA,34.0,-118.2,Football,Skiing,Beginner,3,166,72,26.1,45,48,0,3,Active,App-based,2.0
ATH_0385,Hana Gupta,30,Female,"Toulouse, France",France,43.6,1.4,Volleyball,,Semi-Pro,12,157,61,24.7,58,27,1,1,Active,Email-focused,4.3
ATH_0386,Yang Desai,31,Male,"Istanbul, Turkey",Turkey,41.0,28.9,Rugby,,Intermediate,7,176,56,18.1,53,10,1,0,Active,Mixed,7.6
ATH_0387,Raj Reddy,37,Male,"Rio de Janeiro, Brazil",Brazil,-22.9,-43.2,Swimming,Football,Intermediate,8,177,72,23.0,47,17,0,0,Active,Text-focused,1.5
ATH_0388,Elena Gupta,47,Female,"Vancouver, Canada",Canada,49.2,-123.1,Hiking,,Advanced,12,163,77,29.0,48,48,0,3,Active,Mixed,8.0
ATH_0389,Yuki Moore,28,Male,"Houston, USA",USA,29.7,-95.3,Cycling,Swimming,Intermediate,3,180,77,23.8,49,72,0,1,Active,App-based,3.3
ATH_0390,Meera Clark,32,Female,"Rotterdam, Netherlands",Netherlands,51.9,4.4,Football,,Advanced,14,160,52,20.3,44,5,1,0,Active,Text-focused,2.1
ATH_0391,Luis Russo,25,Male,"Stockholm, Sweden",Sweden,59.3,18.0,Tennis,,Beginner,3,181,72,22.0,48,5,0,0,Active,Email-focused,0.3
ATH_0392,Lukas Davis,27,Male,"Shanghai, China",China,31.2,121.4,Tennis,,Advanced,8,176,92,29.7,52,25,1,0,Active,Text-focused,0.2
ATH_0393,Zainab Wu,23,Female,"London, UK",UK,51.5,-0.1,Tennis,Swimming,Beginner,3,150,76,33.8,40,52,1,0,Active,Voice-focused,6.3
ATH_0394,Ryu Gupta,32,Male,"St Petersburg, Russia",Russia,59.9,30.3,Running,,Advanced,15,169,76,26.6,54,39,1,1,Active,Email-focused,2.0
ATH_0395,Laura Sato,32,Female,"Warsaw, Poland",Poland,52.2,21.0,Tennis,Climbing,Intermediate,8,168,70,24.8,37,71,0,4,Active,Text-focused,5.3
ATH_0396,Pierre Bianchi,26,Male,"London, UK",UK,51.5,-0.1,Hiking,,Advanced,9,173,70,23.4,56,11,1,0,Active,Email-focused,2.4
ATH_0397,Ying Greco,31,Female,"São Paulo, Brazil",Brazil,-23.5,-46.6,Swimming,,Elite Amateur,15,152,66,28.6,46,36,1,0,Active,Mixed,6.3
ATH_0398,Chiara Watanabe,42,Female,"San Diego, USA",USA,32.7,-117.1,Swimming,,Intermediate,8,159,61,24.1,38,44,1,1,Active,Text-focused,5.0
ATH_0399,Li Petit,27,Male,"Istanbul, Turkey",Turkey,41.0,28.9,Swimming,Triathlon,Intermediate,4,179,84,26.2,47,87,1,3,Active,Mixed,9.1
ATH_0400,Liu Thomas,24,Male,"Santiago, Chile",Chile,-33.4,-70.6,Skiing,,Intermediate,3,184,98,28.9,52,92,1,2,Active,Text-focused,3.3
ATH_0401,Raj Yamamoto,37,Male,"Liverpool, UK",UK,53.4,-2.9,CrossFit,Climbing,Elite Amateur,18,179,90,28.1,54,36,1,2,Active,App-based,3.8
ATH_0402,Alessandro Ito,41,Male,"Beijing, China",China,39.9,116.4,Boxing,CrossFit,Advanced,8,182,56,16.9,53,33,1,1,Active,App-based,2.0
ATH_0403,Maximilian Gupta,51,Male,"Melbourne, Australia",Australia,-37.8,144.9,Boxing,,Advanced,8,168,48,17.0,54,9,0,0,Retired,Email-focused,0.7
ATH_0404,Yui Robert,36,Female,"Valencia, Spain",Spain,39.4,-0.3,Climbing,,Elite Amateur,15,165,71,26.1,48,75,1,1,Active,App-based,4.0
ATH_0405,Wu Lopez,50,Male,"Valencia, Spain",Spain,39.4,-0.3,Swimming,,Elite Amateur,20,173,97,32.4,61,15,1,0,Active,App-based,3.0
ATH_0406,Layla Suzuki,31,Female,"Delhi, India",India,28.6,77.2,Rugby,Running,Intermediate,5,173,51,17.0,41,31,0,2,Active,Mixed,6.6
ATH_0407,Aiko Moore,32,Female,"New York, USA",USA,40.7,-74.0,Basketball,,Advanced,7,156,72,29.6,49,102,0,6,Active,Voice-focused,8.1
ATH_0408,Manon Moore,32,Female,"Milan, Italy",Italy,45.4,9.1,Basketball,Hiking,Advanced,9,169,75,26.3,48,102,1,3,Active,Voice-focused,8.9
ATH_0409,Meera Clark,37,Female,"Milan, Italy",Italy,45.4,9.1,Tennis,,Advanced,15,164,58,21.6,47,23,1,0,Active,Text-focused,1.9
ATH_0410,Marie Thomas,35,Female,"Madrid, Spain",Spain,40.4,-3.7,Rugby,Climbing,Elite Amateur,14,164,56,20.8,54,72,1,1,Retired,Voice-focused,9.3
ATH_0411,Michael Hill,27,Male,"Milan, Italy",Italy,45.4,9.1,Triathlon,Rowing,Intermediate,8,179,90,28.1,48,20,1,1,Active,Email-focused,2.8
ATH_0412,Karen Gonzalez,40,Female,"Moscow, Russia",Russia,55.7,37.6,Triathlon,,Advanced,11,170,67,23.2,45,98,0,4,Active,Voice-focused,6.2
ATH_0413,Mustafa Taylor,56,Male,"Moscow, Russia",Russia,55.7,37.6,Swimming,Running,Advanced,11,181,77,23.5,49,88,1,4,Active,Mixed,8.2
ATH_0414,Chloé Huang,29,Female,"Bangalore, India",India,12.9,77.5,Hiking,,Advanced,10,162,84,32.0,47,49,1,3,Active,Voice-focused,7.9
ATH_0415,Donna Miller,28,Female,"Barcelona, Spain",Spain,41.3,2.1,Swimming,,Advanced,9,168,74,26.2,51,48,1,3,Retired,App-based,2.0
ATH_0416,Andrew Thomas,23,Male,"Tokyo, Japan",Japan,35.6,139.6,Swimming,Cycling,Advanced,7,192,88,23.9,53,6,1,0,Active,Email-focused,3.0
ATH_0417,Ali Brown,26,Male,"Amsterdam, Netherlands",Netherlands,52.3,4.8,Tennis,,Intermediate,3,172,60,20.3,48,90,1,6,Active,Mixed,8.4
ATH_0418,Emi Greco,18,Female,"Chennai, India",India,13.0,80.2,Skiing,,Advanced,6,160,78,30.5,49,52,1,2,Active,Voice-focused,6.7
ATH_0419,Sofia Young,20,Female,"Guangzhou, China",China,23.1,113.2,Swimming,,Beginner,2,176,73,23.6,43,21,0,0,Active,App-based,1.4
ATH_0420,Alessia Taylor,35,Female,"Osaka, Japan",Japan,34.6,135.5,CrossFit,,Intermediate,6,158,46,18.4,39,69,0,3,Active,Text-focused,5.1
ATH_0421,Lisa Garcia,31,Female,"São Paulo, Brazil",Brazil,-23.5,-46.6,Triathlon,Rugby,Advanced,8,160,72,28.1,45,112,1,1,Active,Mixed,7.5
ATH_0422,Sota Flores,19,Male,"Seville, Spain",Spain,37.3,-5.9,Running,,Intermediate,3,172,74,25.0,50,7,1,0,Active,Email-focused,0.1
ATH_0423,Robert Anderson,33,Male,"Sydney, Australia",Australia,-33.8,151.2,Tennis,,Beginner,2,181,83,25.3,42,34,0,1,Active,Email-focused,0.3
ATH_0424,Juan Lewis,58,Male,"Stuttgart, Germany",Germany,48.7,9.1,Football,,Elite Amateur,11,198,92,23.5,55,22,1,0,Active,Text-focused,0.6
ATH_0425,Jean Schneider,45,Male,"Stockholm, Sweden",Sweden,59.3,18.0,Basketball,,Advanced,12,162,55,21.0,50,29,1,0,Active,Text-focused,1.0
ATH_0426,Hiroshi Jackson,21,Male,"Valencia, Spain",Spain,39.4,-0.3,Volleyball,Skiing,Intermediate,3,166,82,29.8,53,40,1,0,Active,Text-focused,5.5
ATH_0427,Ravi Bianchi,25,Male,"Seville, Spain",Spain,37.3,-5.9,Rugby,,Intermediate,5,181,89,27.2,50,119,0,6,Active,Mixed,9.1
ATH_0428,Anjali Schneider,32,Female,"São Paulo, Brazil",Brazil,-23.5,-46.6,Climbing,Skiing,Elite Amateur,16,156,55,22.6,52,20,1,1,Active,Mixed,6.4
ATH_0429,Andrea Bernard,32,Male,"Tokyo, Japan",Japan,35.6,139.6,Swimming,Volleyball,Intermediate,4,169,79,27.7,49,47,1,2,Active,Mixed,7.4
ATH_0430,Hiroshi Ito,35,Male,"Kyoto, Japan",Japan,35.0,135.7,Rugby,,Intermediate,4,181,55,16.8,53,72,0,1,Active,Voice-focused,7.3
ATH_0431,Wu Young,32,Male,"Marseille, France",France,43.2,5.3,Basketball,Triathlon,Elite Amateur,12,150,59,26.2,57,20,0,0,Active,Text-focused,0.8
ATH_0432,Omar Yang,29,Male,"Philadelphia, USA",USA,39.9,-75.1,Boxing,,Intermediate,8,179,62,19.4,46,107,1,0,Active,Mixed,8.5
ATH_0433,Silvia Marino,58,Female,"Manchester, UK",UK,53.4,-2.2,Cycling,,Intermediate,3,166,61,22.1,33,121,1,4,Active,Mixed,7.8
ATH_0434,Layla Moore,30,Female,"Leeds, UK",UK,53.8,-1.5,Tennis,,Advanced,6,170,53,18.3,52,86,1,4,Active,Voice-focused,10.0
ATH_0435,Mei Martin,35,Female,"Brasília, Brazil",Brazil,-15.7,-47.8,Volleyball,,Advanced,12,159,64,25.3,42,143,1,5,Active,Voice-focused,8.1
ATH_0436,Nancy Li,26,Female,"Copenhagen, Denmark",Denmark,55.6,12.5,Tennis,,Beginner,1,155,71,29.6,34,52,0,0,Active,Mixed,9.4
ATH_0437,Mariam Johnson,41,Female,"Turin, Italy",Italy,45.0,7.6,Swimming,,Advanced,13,172,54,18.3,40,36,1,2,Active,Mixed,10.0
ATH_0438,Hong Hernandez,28,Female,"Phoenix, USA",USA,33.4,-112.0,Skiing,,Advanced,7,158,62,24.8,47,24,1,1,Active,Email-focused,4.9
ATH_0439,Leonardo Wright,44,Male,"Valencia, Spain",Spain,39.4,-0.3,Tennis,,Semi-Pro,13,180,65,20.1,56,73,1,4,Active,Mixed,7.1
ATH_0440,Manon Smith,34,Female,"Pune, India",India,18.5,73.8,Skiing,Rugby,Semi-Pro,16,162,69,26.3,49,64,1,4,Active,Voice-focused,7.7
ATH_0441,Camille Wu,27,Female,"Rio de Janeiro, Brazil",Brazil,-22.9,-43.2,CrossFit,,Advanced,8,165,57,20.9,48,18,1,1,Active,Text-focused,0.6
ATH_0442,Mustafa Richard,26,Male,"Brasília, Brazil",Brazil,-15.7,-47.8,Volleyball,,Intermediate,5,168,84,29.8,47,5,0,0,Retired,Email-focused,2.0
ATH_0443,Kiran Taylor,23,Male,"São Paulo, Brazil",Brazil,-23.5,-46.6,Triathlon,,Intermediate,3,179,70,21.8,43,74,1,0,Active,Mixed,8.0
ATH_0444,Mustafa Green,26,Male,"Seoul, South Korea",South Korea,37.5,126.9,Volleyball,,Beginner,3,174,90,29.7,48,5,1,0,Active,Text-focused,0.4
ATH_0445,David Shah,26,Male,"Brisbane, Australia",Australia,-27.4,153.0,Boxing,,Intermediate,6,168,69,24.4,50,5,0,0,Active,Email-focused,0.5
ATH_0446,Aisha Lopez,23,Female,"Johannesburg, South Africa",South Africa,-26.2,28.0,Triathlon,Running,Advanced,7,161,55,21.2,46,5,0,0,Active,Email-focused,5.5
ATH_0447,Francesca Bernard,40,Female,"Leeds, UK",UK,53.8,-1.5,Hiking,,Advanced,6,162,59,22.5,44,75,0,4,Active,Text-focused,3.2
ATH_0448,Rafael Allen,24,Male,"Singapore, Singapore",Singapore,1.3,103.8,Hiking,,Beginner,3,164,84,31.2,46,89,1,3,Active,Voice-focused,6.1
ATH_0449,Matthew Hoffmann,26,Male,"Frankfurt, Germany",Germany,50.1,8.6,Volleyball,Tennis,Beginner,2,176,83,26.8,43,48,1,2,Active,Text-focused,0.9
ATH_0450,Wang Wu,20,Male,"Leeds, UK",UK,53.8,-1.5,Hiking,,Intermediate,4,184,79,23.3,50,6,0,0,Active,Text-focused,1.5
ATH_0451,Mateo Williams,23,Male,"Naples, Italy",Italy,40.8,14.2,Cycling,,Beginner,3,167,71,25.5,44,41,0,1,Active,Text-focused,3.3
ATH_0452,Carmen Allen,22,Female,"Mexico City, Mexico",Mexico,19.4,-99.1,CrossFit,,Intermediate,3,182,54,16.3,36,108,0,2,Active,Voice-focused,9.7
ATH_0453,Tariq Liu,35,Male,"Toulouse, France",France,43.6,1.4,Running,,Intermediate,7,169,69,24.2,47,55,1,0,Active,Voice-focused,8.7
ATH_0454,Fatima Petit,33,Female,"Warsaw, Poland",Poland,52.2,21.0,Skiing,,Intermediate,4,152,45,19.5,39,40,1,2,Active,App-based,3.5
ATH_0455,Mary Johnson,21,Female,"Cologne, Germany",Germany,50.9,6.9,Skiing,,Intermediate,4,151,74,32.5,42,5,0,0,Active,Email-focused,0.9
ATH_0456,Hana Colombo,41,Female,"Osaka, Japan",Japan,34.6,135.5,Volleyball,,Advanced,6,155,75,31.2,47,35,1,0,Active,Text-focused,2.6
ATH_0457,Lisa Marino,39,Female,"Stockholm, Sweden",Sweden,59.3,18.0,Rowing,,Elite Amateur,10,165,56,20.6,57,39,1,0,Active,Text-focused,4.4
ATH_0458,Lukas Fischer,45,Male,"Frankfurt, Germany",Germany,50.1,8.6,Hiking,,Advanced,15,166,70,25.4,51,40,1,0,Active,Text-focused,4.8
ATH_0459,Marco Richard,29,Male,"Chicago, USA",USA,41.8,-87.6,CrossFit,,Advanced,13,189,76,21.3,54,69,1,0,Active,App-based,4.9
ATH_0460,Felix Huang,43,Male,"Rio de Janeiro, Brazil",Brazil,-22.9,-43.2,Triathlon,,Beginner,2,177,51,16.3,41,57,1,2,Active,Voice-focused,9.1
ATH_0461,Karen Allen,31,Female,"Lyon, France",France,45.7,4.8,Climbing,,Advanced,6,169,71,24.9,47,14,1,0,Active,App-based,5.6
ATH_0462,Lena Young,41,Female,"San Jose, USA",USA,37.3,-121.8,Volleyball,,Beginner,2,167,50,17.9,34,40,1,0,Active,App-based,4.3
ATH_0463,Sanjay Davis,24,Male,"Stockholm, Sweden",Sweden,59.3,18.0,Cycling,,Intermediate,7,171,66,22.6,52,133,1,6,Active,Voice-focused,7.1
ATH_0464,Riya Greco,32,Female,"Johannesburg, South Africa",South Africa,-26.2,28.0,Climbing,,Advanced,13,172,72,24.3,46,5,1,0,Active,Email-focused,0.2
ATH_0465,Yuki Meyer,48,Female,"Rome, Italy",Italy,41.9,12.4,Hiking,,Advanced,9,159,73,28.9,45,84,1,4,Active,Mixed,7.8
ATH_0466,Vincent Jackson,33,Male,"Berlin, Germany",Germany,52.5,13.4,Football,Triathlon,Intermediate,3,167,77,27.6,48,39,1,0,Active,Voice-focused,9.0
ATH_0467,Zainab Sanchez,26,Female,"Melbourne, Australia",Australia,-37.8,144.9,Hiking,,Advanced,10,157,45,18.3,46,30,1,1,Active,Text-focused,4.8
ATH_0468,Yuki Robinson,25,Female,"Barcelona, Spain",Spain,41.3,2.1,Rowing,,Advanced,8,159,63,24.9,45,87,1,0,Active,Mixed,8.9
ATH_0469,Lucia Dupont,21,Female,"Singapore, Singapore",Singapore,1.3,103.8,Running,Triathlon,Beginner,2,170,57,19.7,44,68,0,2,Active,Email-focused,4.1
ATH_0470,Rio Moore,46,Female,"Busan, South Korea",South Korea,35.1,129.0,Basketball,,Elite Amateur,14,156,45,18.5,50,31,1,0,Retired,Email-focused,4.5
ATH_0471,Ashley Jackson,37,Female,"Glasgow, UK",UK,55.8,-4.2,Tennis,Swimming,Advanced,11,166,58,21.0,41,14,1,0,Active,Voice-focused,7.5
ATH_0472,Liu Taylor,24,Male,"São Paulo, Brazil",Brazil,-23.5,-46.6,Triathlon,,Intermediate,6,193,70,18.8,46,54,1,3,Active,Email-focused,4.2
ATH_0473,Andreas Durand,30,Male,"Brisbane, Australia",Australia,-27.4,153.0,Football,,Advanced,6,176,61,19.7,60,64,1,1,Active,App-based,3.3
ATH_0474,Li Rossi,30,Male,"Austin, USA",USA,30.2,-97.7,Rowing,,Advanced,9,179,79,24.7,52,51,1,3,Active,Mixed,8.3
ATH_0475,Linda White,31,Female,"Hyderabad, India",India,17.3,78.4,Basketball,Cycling,Elite Amateur,12,166,76,27.6,49,98,1,6,Active,Mixed,7.8
ATH_0476,Antonio Richard,30,Male,"Helsinki, Finland",Finland,60.1,24.9,Volleyball,Basketball,Advanced,10,177,96,30.6,58,58,1,2,Active,Text-focused,5.1
ATH_0477,Elena Kobayashi,31,Female,"Los Angeles, USA",USA,34.0,-118.2,Volleyball,,Elite Amateur,13,156,65,26.7,56,56,1,1,Active,Mixed,6.3
ATH_0478,Riya Sasaki,28,Female,"Mumbai, India",India,19.0,72.8,CrossFit,,Beginner,1,167,72,25.8,36,16,0,0,Active,App-based,1.0
ATH_0479,Antoine Patel,35,Male,"Mexico City, Mexico",Mexico,19.4,-99.1,Hiking,,Advanced,8,174,92,30.4,59,46,1,3,Active,App-based,1.6
ATH_0480,Layla Ferrari,26,Female,"Chennai, India",India,13.0,80.2,Swimming,,Beginner,3,161,57,22.0,42,104,0,0,Active,Voice-focused,7.4
